,Dictor,Name,Type,Sp-hu
8432,T15,T15_1008433,S1,spoof
8433,T15,T15_1008434,S3,spoof
8434,T15,T15_1008435,S4,spoof
8435,T15,T15_1008436,S5,spoof
8436,T15,T15_1008437,S2,spoof
8437,T15,T15_1008438,S1,spoof
8438,T15,T15_1008439,S3,spoof
8439,T15,T15_1008440,S4,spoof
8440,T15,T15_1008441,S5,spoof
8441,T15,T15_1008442,S2,spoof
8442,T15,T15_1008443,S1,spoof
8443,T15,T15_1008444,S3,spoof
8444,T15,T15_1008445,S4,spoof
8445,T15,T15_1008446,S5,spoof
8446,T15,T15_1008447,S2,spoof
8447,T15,T15_1008448,S1,spoof
8448,T15,T15_1008449,S3,spoof
8449,T15,T15_1008450,S4,spoof
8450,T15,T15_1008451,S5,spoof
8451,T15,T15_1008452,S2,spoof
8452,T15,T15_1008453,S1,spoof
8453,T15,T15_1008454,S3,spoof
8454,T15,T15_1008455,S4,spoof
8455,T15,T15_1008456,S5,spoof
8456,T15,T15_1008457,S2,spoof
8457,T15,T15_1008458,S1,spoof
8458,T15,T15_1008459,S3,spoof
8459,T15,T15_1008460,S4,spoof
8460,T15,T15_1008461,S5,spoof
8461,T15,T15_1008462,S2,spoof
8462,T15,T15_1008463,S1,spoof
8463,T15,T15_1008464,S3,spoof
8464,T15,T15_1008465,S4,spoof
8465,T15,T15_1008466,S5,spoof
8466,T15,T15_1008467,S2,spoof
8467,T15,T15_1008468,S1,spoof
8468,T15,T15_1008469,S3,spoof
8469,T15,T15_1008470,S4,spoof
8470,T15,T15_1008471,S5,spoof
8471,T15,T15_1008472,S2,spoof
8472,T15,T15_1008473,S1,spoof
8473,T15,T15_1008474,S3,spoof
8474,T15,T15_1008475,S4,spoof
8475,T15,T15_1008476,S5,spoof
8476,T15,T15_1008477,S2,spoof
8477,T15,T15_1008478,S1,spoof
8478,T15,T15_1008479,S3,spoof
8479,T15,T15_1008480,S4,spoof
8480,T15,T15_1008481,S5,spoof
8481,T15,T15_1008482,S2,spoof
8482,T15,T15_1008483,S1,spoof
8483,T15,T15_1008484,S3,spoof
8484,T15,T15_1008485,S4,spoof
8485,T15,T15_1008486,S5,spoof
8486,T15,T15_1008487,S2,spoof
8487,T15,T15_1008488,S1,spoof
8488,T15,T15_1008489,S3,spoof
8489,T15,T15_1008490,S4,spoof
8490,T15,T15_1008491,S5,spoof
8491,T15,T15_1008492,S2,spoof
8492,T15,T15_1008493,S1,spoof
8493,T15,T15_1008494,S3,spoof
8494,T15,T15_1008495,S4,spoof
8495,T15,T15_1008496,S5,spoof
8496,T15,T15_1008497,S2,spoof
8497,T15,T15_1008498,S1,spoof
8498,T15,T15_1008499,S3,spoof
8499,T15,T15_1008500,S4,spoof
8500,T15,T15_1008501,S5,spoof
8501,T15,T15_1008502,S2,spoof
8502,T15,T15_1008503,S1,spoof
8503,T15,T15_1008504,S3,spoof
8504,T15,T15_1008505,S4,spoof
8505,T15,T15_1008506,S5,spoof
8506,T15,T15_1008507,S2,spoof
8507,T15,T15_1008508,S1,spoof
8508,T15,T15_1008509,S3,spoof
8509,T15,T15_1008510,S4,spoof
8510,T15,T15_1008511,S5,spoof
8511,T15,T15_1008512,S2,spoof
8512,T15,T15_1008513,S1,spoof
8513,T15,T15_1008514,S3,spoof
8514,T15,T15_1008515,S4,spoof
8515,T15,T15_1008516,S5,spoof
8516,T15,T15_1008517,S2,spoof
8517,T15,T15_1008518,S1,spoof
8518,T15,T15_1008519,S3,spoof
8519,T15,T15_1008520,S4,spoof
8520,T15,T15_1008521,S5,spoof
8521,T15,T15_1008522,S2,spoof
8522,T15,T15_1008523,S1,spoof
8523,T15,T15_1008524,S3,spoof
8524,T15,T15_1008525,S4,spoof
8525,T15,T15_1008526,S5,spoof
8526,T15,T15_1008527,S2,spoof
8527,T15,T15_1008528,S1,spoof
8528,T15,T15_1008529,S3,spoof
8529,T15,T15_1008530,S4,spoof
8530,T15,T15_1008531,S5,spoof
8531,T15,T15_1008532,S2,spoof
8532,T15,T15_1008533,S1,spoof
8533,T15,T15_1008534,S3,spoof
8534,T15,T15_1008535,S4,spoof
8535,T15,T15_1008536,S5,spoof
8536,T15,T15_1008537,S2,spoof
8537,T15,T15_1008538,S1,spoof
8538,T15,T15_1008539,S3,spoof
8539,T15,T15_1008540,S4,spoof
8540,T15,T15_1008541,S5,spoof
8541,T15,T15_1008542,S2,spoof
8542,T15,T15_1008543,S1,spoof
8543,T15,T15_1008544,S3,spoof
8544,T15,T15_1008545,S4,spoof
8545,T15,T15_1008546,S5,spoof
8546,T15,T15_1008547,S2,spoof
8547,T15,T15_1008548,S1,spoof
8548,T15,T15_1008549,S3,spoof
8549,T15,T15_1008550,S4,spoof
8550,T15,T15_1008551,S5,spoof
8551,T15,T15_1008552,S2,spoof
8552,T15,T15_1008553,S1,spoof
8553,T15,T15_1008554,S3,spoof
8554,T15,T15_1008555,S4,spoof
8555,T15,T15_1008556,S5,spoof
8556,T15,T15_1008557,S2,spoof
8557,T15,T15_1008558,S1,spoof
8558,T15,T15_1008559,S3,spoof
8559,T15,T15_1008560,S4,spoof
8560,T15,T15_1008561,S5,spoof
8561,T15,T15_1008562,S2,spoof
8562,T15,T15_1008563,S1,spoof
8563,T15,T15_1008564,S3,spoof
8564,T15,T15_1008565,S4,spoof
8565,T15,T15_1008566,S5,spoof
8566,T15,T15_1008567,S2,spoof
8567,T15,T15_1008568,S1,spoof
8568,T15,T15_1008569,S3,spoof
8569,T15,T15_1008570,S4,spoof
8570,T15,T15_1008571,S5,spoof
8571,T15,T15_1008572,S2,spoof
8572,T15,T15_1008573,S1,spoof
8573,T15,T15_1008574,S3,spoof
8574,T15,T15_1008575,S4,spoof
8575,T15,T15_1008576,S5,spoof
8576,T15,T15_1008577,S2,spoof
8577,T15,T15_1008578,S1,spoof
8578,T15,T15_1008579,S3,spoof
8579,T15,T15_1008580,S4,spoof
8580,T15,T15_1008581,S5,spoof
8581,T15,T15_1008582,S2,spoof
8582,T15,T15_1008583,S1,spoof
8583,T15,T15_1008584,S3,spoof
8584,T15,T15_1008585,S4,spoof
8585,T15,T15_1008586,S5,spoof
8586,T15,T15_1008587,S2,spoof
8587,T15,T15_1008588,S1,spoof
8588,T15,T15_1008589,S3,spoof
8589,T15,T15_1008590,S4,spoof
8590,T15,T15_1008591,S5,spoof
8591,T15,T15_1008592,S2,spoof
8592,T15,T15_1008593,S1,spoof
8593,T15,T15_1008594,S3,spoof
8594,T15,T15_1008595,S4,spoof
8595,T15,T15_1008596,S5,spoof
8596,T15,T15_1008597,S2,spoof
8597,T15,T15_1008598,S1,spoof
8598,T15,T15_1008599,S3,spoof
8599,T15,T15_1008600,S4,spoof
8600,T15,T15_1008601,S5,spoof
8601,T15,T15_1008602,S2,spoof
8602,T15,T15_1008603,S1,spoof
8603,T15,T15_1008604,S3,spoof
8604,T15,T15_1008605,S4,spoof
8605,T15,T15_1008606,S5,spoof
8606,T15,T15_1008607,S2,spoof
8607,T15,T15_1008608,S1,spoof
8608,T15,T15_1008609,S3,spoof
8609,T15,T15_1008610,S4,spoof
8610,T15,T15_1008611,S5,spoof
8611,T15,T15_1008612,S2,spoof
8612,T15,T15_1008613,S1,spoof
8613,T15,T15_1008614,S3,spoof
8614,T15,T15_1008615,S4,spoof
8615,T15,T15_1008616,S5,spoof
8616,T15,T15_1008617,S2,spoof
8617,T15,T15_1008618,S1,spoof
8618,T15,T15_1008619,S3,spoof
8619,T15,T15_1008620,S4,spoof
8620,T15,T15_1008621,S5,spoof
8621,T15,T15_1008622,S2,spoof
8622,T15,T15_1008623,S1,spoof
8623,T15,T15_1008624,S3,spoof
8624,T15,T15_1008625,S4,spoof
8625,T15,T15_1008626,S5,spoof
8626,T15,T15_1008627,S2,spoof
8627,T15,T15_1008628,S1,spoof
8628,T15,T15_1008629,S3,spoof
8629,T15,T15_1008630,S4,spoof
8630,T15,T15_1008631,S5,spoof
8631,T15,T15_1008632,S2,spoof
8632,T15,T15_1008633,S1,spoof
8633,T15,T15_1008634,S3,spoof
8634,T15,T15_1008635,S4,spoof
8635,T15,T15_1008636,S5,spoof
8636,T15,T15_1008637,S2,spoof
8637,T15,T15_1008638,S1,spoof
8638,T15,T15_1008639,S3,spoof
8639,T15,T15_1008640,S4,spoof
8640,T15,T15_1008641,S5,spoof
8641,T15,T15_1008642,S2,spoof
8642,T15,T15_1008643,S1,spoof
8643,T15,T15_1008644,S3,spoof
8644,T15,T15_1008645,S4,spoof
8645,T15,T15_1008646,S5,spoof
8646,T15,T15_1008647,S2,spoof
8647,T15,T15_1008648,S1,spoof
8648,T15,T15_1008649,S3,spoof
8649,T15,T15_1008650,S4,spoof
8650,T15,T15_1008651,S5,spoof
8651,T15,T15_1008652,S2,spoof
8652,T15,T15_1008653,S1,spoof
8653,T15,T15_1008654,S3,spoof
8654,T15,T15_1008655,S4,spoof
8655,T15,T15_1008656,S5,spoof
8656,T15,T15_1008657,S2,spoof
8657,T15,T15_1008658,S1,spoof
8658,T15,T15_1008659,S3,spoof
8659,T15,T15_1008660,S4,spoof
8660,T15,T15_1008661,S5,spoof
8661,T15,T15_1008662,S2,spoof
8662,T15,T15_1008663,S1,spoof
8663,T15,T15_1008664,S3,spoof
8664,T15,T15_1008665,S4,spoof
8665,T15,T15_1008666,S5,spoof
8666,T15,T15_1008667,S2,spoof
8667,T15,T15_1008668,S1,spoof
8668,T15,T15_1008669,S3,spoof
8669,T15,T15_1008670,S4,spoof
8670,T15,T15_1008671,S5,spoof
8671,T15,T15_1008672,S2,spoof
8672,T15,T15_1008673,S1,spoof
8673,T15,T15_1008674,S3,spoof
8674,T15,T15_1008675,S4,spoof
8675,T15,T15_1008676,S5,spoof
8676,T15,T15_1008677,S2,spoof
8677,T15,T15_1008678,S1,spoof
8678,T15,T15_1008679,S3,spoof
8679,T15,T15_1008680,S4,spoof
8680,T15,T15_1008681,S5,spoof
8681,T15,T15_1008682,S2,spoof
8682,T15,T15_1008683,S1,spoof
8683,T15,T15_1008684,S3,spoof
8684,T15,T15_1008685,S4,spoof
8685,T15,T15_1008686,S5,spoof
8686,T15,T15_1008687,S2,spoof
8687,T15,T15_1008688,S1,spoof
8688,T15,T15_1008689,S3,spoof
8689,T15,T15_1008690,S4,spoof
8690,T15,T15_1008691,S5,spoof
8691,T15,T15_1008692,S2,spoof
8692,T15,T15_1008693,S1,spoof
8693,T15,T15_1008694,S3,spoof
8694,T15,T15_1008695,S4,spoof
8695,T15,T15_1008696,S5,spoof
8696,T15,T15_1008697,S2,spoof
8697,T15,T15_1008698,S1,spoof
8698,T15,T15_1008699,S3,spoof
8699,T15,T15_1008700,S4,spoof
8700,T15,T15_1008701,S5,spoof
8701,T15,T15_1008702,S2,spoof
8702,T15,T15_1008703,S1,spoof
8703,T15,T15_1008704,S3,spoof
8704,T15,T15_1008705,S4,spoof
8705,T15,T15_1008706,S5,spoof
8706,T15,T15_1008707,S2,spoof
8707,T15,T15_1008708,S1,spoof
8708,T15,T15_1008709,S3,spoof
8709,T15,T15_1008710,S4,spoof
8710,T15,T15_1008711,S5,spoof
8711,T15,T15_1008712,S2,spoof
8712,T15,T15_1008713,S1,spoof
8713,T15,T15_1008714,S3,spoof
8714,T15,T15_1008715,S4,spoof
8715,T15,T15_1008716,S5,spoof
8716,T15,T15_1008717,S2,spoof
8717,T15,T15_1008718,S1,spoof
8718,T15,T15_1008719,S3,spoof
8719,T15,T15_1008720,S4,spoof
8720,T15,T15_1008721,S5,spoof
8721,T15,T15_1008722,S2,spoof
8722,T15,T15_1008723,S1,spoof
8723,T15,T15_1008724,S3,spoof
8724,T15,T15_1008725,S4,spoof
8725,T15,T15_1008726,S5,spoof
8726,T15,T15_1008727,S2,spoof
8727,T15,T15_1008728,S1,spoof
8728,T15,T15_1008729,S3,spoof
8729,T15,T15_1008730,S4,spoof
8730,T15,T15_1008731,S5,spoof
8731,T15,T15_1008732,S2,spoof
8732,T15,T15_1008733,S1,spoof
8733,T15,T15_1008734,S3,spoof
8734,T15,T15_1008735,S4,spoof
8735,T15,T15_1008736,S5,spoof
8736,T15,T15_1008737,S2,spoof
8737,T15,T15_1008738,S1,spoof
8738,T15,T15_1008739,S3,spoof
8739,T15,T15_1008740,S4,spoof
8740,T15,T15_1008741,S5,spoof
8741,T15,T15_1008742,S2,spoof
8742,T15,T15_1008743,S1,spoof
8743,T15,T15_1008744,S3,spoof
8744,T15,T15_1008745,S4,spoof
8745,T15,T15_1008746,S5,spoof
8746,T15,T15_1008747,S2,spoof
8747,T15,T15_1008748,S1,spoof
8748,T15,T15_1008749,S3,spoof
8749,T15,T15_1008750,S4,spoof
8750,T15,T15_1008751,S5,spoof
8751,T15,T15_1008752,S2,spoof
8752,T15,T15_1008753,S1,spoof
8753,T15,T15_1008754,S3,spoof
8754,T15,T15_1008755,S4,spoof
8755,T15,T15_1008756,S5,spoof
8756,T15,T15_1008757,S2,spoof
8757,T15,T15_1008758,S1,spoof
8758,T15,T15_1008759,S3,spoof
8759,T15,T15_1008760,S4,spoof
8760,T15,T15_1008761,S5,spoof
8761,T15,T15_1008762,S2,spoof
8762,T15,T15_1008763,S1,spoof
8763,T15,T15_1008764,S3,spoof
8764,T15,T15_1008765,S4,spoof
8765,T15,T15_1008766,S5,spoof
8766,T15,T15_1008767,S2,spoof
8767,T15,T15_1008768,S1,spoof
8768,T15,T15_1008769,S3,spoof
8769,T15,T15_1008770,S4,spoof
8770,T15,T15_1008771,S5,spoof
8771,T15,T15_1008772,S2,spoof
8772,T15,T15_1008773,S1,spoof
8773,T15,T15_1008774,S3,spoof
8774,T15,T15_1008775,S4,spoof
8775,T15,T15_1008776,S5,spoof
8776,T15,T15_1008777,S2,spoof
8777,T15,T15_1008778,S1,spoof
8778,T15,T15_1008779,S3,spoof
8779,T15,T15_1008780,S4,spoof
8780,T15,T15_1008781,S5,spoof
8781,T15,T15_1008782,S2,spoof
8782,T15,T15_1008783,S1,spoof
8783,T15,T15_1008784,S3,spoof
8784,T15,T15_1008785,S4,spoof
8785,T15,T15_1008786,S5,spoof
8786,T15,T15_1008787,S2,spoof
8787,T15,T15_1008788,S1,spoof
8788,T15,T15_1008789,S3,spoof
8789,T15,T15_1008790,S4,spoof
8790,T15,T15_1008791,S5,spoof
8791,T15,T15_1008792,S2,spoof
8792,T15,T15_1008793,S1,spoof
8793,T15,T15_1008794,S3,spoof
8794,T15,T15_1008795,S4,spoof
8795,T15,T15_1008796,S5,spoof
8796,T15,T15_1008797,S2,spoof
8797,T15,T15_1008798,S1,spoof
8798,T15,T15_1008799,S3,spoof
8799,T15,T15_1008800,S4,spoof
8800,T1,T1_1008801,S5,spoof
8801,T1,T1_1008802,S2,spoof
8802,T1,T1_1008803,S1,spoof
8803,T1,T1_1008804,S3,spoof
8804,T1,T1_1008805,S4,spoof
8805,T1,T1_1008806,S5,spoof
8806,T1,T1_1008807,S2,spoof
8807,T1,T1_1008808,S1,spoof
8808,T1,T1_1008809,S3,spoof
8809,T1,T1_1008810,S4,spoof
8810,T1,T1_1008811,S5,spoof
8811,T1,T1_1008812,S2,spoof
8812,T1,T1_1008813,S1,spoof
8813,T1,T1_1008814,S3,spoof
8814,T1,T1_1008815,S4,spoof
8815,T1,T1_1008816,S5,spoof
8816,T1,T1_1008817,S2,spoof
8817,T1,T1_1008818,S1,spoof
8818,T1,T1_1008819,S3,spoof
8819,T1,T1_1008820,S4,spoof
8820,T1,T1_1008821,S5,spoof
8821,T1,T1_1008822,S2,spoof
8822,T1,T1_1008823,S1,spoof
8823,T1,T1_1008824,S3,spoof
8824,T1,T1_1008825,S4,spoof
8825,T1,T1_1008826,S5,spoof
8826,T1,T1_1008827,S2,spoof
8827,T1,T1_1008828,S1,spoof
8828,T1,T1_1008829,S3,spoof
8829,T1,T1_1008830,S4,spoof
8830,T1,T1_1008831,S5,spoof
8831,T1,T1_1008832,S2,spoof
8832,T1,T1_1008833,S1,spoof
8833,T1,T1_1008834,S3,spoof
8834,T1,T1_1008835,S4,spoof
8835,T1,T1_1008836,S5,spoof
8836,T1,T1_1008837,S2,spoof
8837,T1,T1_1008838,S1,spoof
8838,T1,T1_1008839,S3,spoof
8839,T1,T1_1008840,S4,spoof
8840,T1,T1_1008841,S5,spoof
8841,T1,T1_1008842,S2,spoof
8842,T1,T1_1008843,S1,spoof
8843,T1,T1_1008844,S3,spoof
8844,T1,T1_1008845,S4,spoof
8845,T1,T1_1008846,S5,spoof
8846,T1,T1_1008847,S2,spoof
8847,T1,T1_1008848,S1,spoof
8848,T1,T1_1008849,S3,spoof
8849,T1,T1_1008850,S4,spoof
8850,T1,T1_1008851,S5,spoof
8851,T1,T1_1008852,S2,spoof
8852,T1,T1_1008853,S1,spoof
8853,T1,T1_1008854,S3,spoof
8854,T1,T1_1008855,S4,spoof
8855,T1,T1_1008856,S5,spoof
8856,T1,T1_1008857,S2,spoof
8857,T1,T1_1008858,S1,spoof
8858,T1,T1_1008859,S3,spoof
8859,T1,T1_1008860,S4,spoof
8860,T1,T1_1008861,S5,spoof
8861,T1,T1_1008862,S2,spoof
8862,T1,T1_1008863,S1,spoof
8863,T1,T1_1008864,S3,spoof
8864,T1,T1_1008865,S4,spoof
8865,T1,T1_1008866,S5,spoof
8866,T1,T1_1008867,S2,spoof
8867,T1,T1_1008868,S1,spoof
8868,T1,T1_1008869,S3,spoof
8869,T1,T1_1008870,S4,spoof
8870,T1,T1_1008871,S5,spoof
8871,T1,T1_1008872,S2,spoof
8872,T1,T1_1008873,S1,spoof
8873,T1,T1_1008874,S3,spoof
8874,T1,T1_1008875,S4,spoof
8875,T1,T1_1008876,S5,spoof
8876,T1,T1_1008877,S2,spoof
8877,T1,T1_1008878,S1,spoof
8878,T1,T1_1008879,S3,spoof
8879,T1,T1_1008880,S4,spoof
8880,T1,T1_1008881,S5,spoof
8881,T1,T1_1008882,S2,spoof
8882,T1,T1_1008883,S1,spoof
8883,T1,T1_1008884,S3,spoof
8884,T1,T1_1008885,S4,spoof
8885,T1,T1_1008886,S5,spoof
8886,T1,T1_1008887,S2,spoof
8887,T1,T1_1008888,S1,spoof
8888,T1,T1_1008889,S3,spoof
8889,T1,T1_1008890,S4,spoof
8890,T1,T1_1008891,S5,spoof
8891,T1,T1_1008892,S2,spoof
8892,T1,T1_1008893,S1,spoof
8893,T1,T1_1008894,S3,spoof
8894,T1,T1_1008895,S4,spoof
8895,T1,T1_1008896,S5,spoof
8896,T1,T1_1008897,S2,spoof
8897,T1,T1_1008898,S1,spoof
8898,T1,T1_1008899,S3,spoof
8899,T1,T1_1008900,S4,spoof
8900,T1,T1_1008901,S5,spoof
8901,T1,T1_1008902,S2,spoof
8902,T1,T1_1008903,S1,spoof
8903,T1,T1_1008904,S3,spoof
8904,T1,T1_1008905,S4,spoof
8905,T1,T1_1008906,S5,spoof
8906,T1,T1_1008907,S2,spoof
8907,T1,T1_1008908,S1,spoof
8908,T1,T1_1008909,S3,spoof
8909,T1,T1_1008910,S4,spoof
8910,T1,T1_1008911,S5,spoof
8911,T1,T1_1008912,S2,spoof
8912,T1,T1_1008913,S1,spoof
8913,T1,T1_1008914,S3,spoof
8914,T1,T1_1008915,S4,spoof
8915,T1,T1_1008916,S5,spoof
8916,T1,T1_1008917,S2,spoof
8917,T1,T1_1008918,S1,spoof
8918,T1,T1_1008919,S3,spoof
8919,T1,T1_1008920,S4,spoof
8920,T1,T1_1008921,S5,spoof
8921,T1,T1_1008922,S2,spoof
8922,T1,T1_1008923,S1,spoof
8923,T1,T1_1008924,S3,spoof
8924,T1,T1_1008925,S4,spoof
8925,T1,T1_1008926,S5,spoof
8926,T1,T1_1008927,S2,spoof
8927,T1,T1_1008928,S1,spoof
8928,T1,T1_1008929,S3,spoof
8929,T1,T1_1008930,S4,spoof
8930,T1,T1_1008931,S5,spoof
8931,T1,T1_1008932,S2,spoof
8932,T1,T1_1008933,S1,spoof
8933,T1,T1_1008934,S3,spoof
8934,T1,T1_1008935,S4,spoof
8935,T1,T1_1008936,S5,spoof
8936,T1,T1_1008937,S2,spoof
8937,T1,T1_1008938,S1,spoof
8938,T1,T1_1008939,S3,spoof
8939,T1,T1_1008940,S4,spoof
8940,T1,T1_1008941,S5,spoof
8941,T1,T1_1008942,S2,spoof
8942,T1,T1_1008943,S1,spoof
8943,T1,T1_1008944,S3,spoof
8944,T1,T1_1008945,S4,spoof
8945,T1,T1_1008946,S5,spoof
8946,T1,T1_1008947,S2,spoof
8947,T1,T1_1008948,S1,spoof
8948,T1,T1_1008949,S3,spoof
8949,T1,T1_1008950,S4,spoof
8950,T1,T1_1008951,S5,spoof
8951,T1,T1_1008952,S2,spoof
8952,T1,T1_1008953,S1,spoof
8953,T1,T1_1008954,S3,spoof
8954,T1,T1_1008955,S4,spoof
8955,T1,T1_1008956,S5,spoof
8956,T1,T1_1008957,S2,spoof
8957,T1,T1_1008958,S1,spoof
8958,T1,T1_1008959,S3,spoof
8959,T1,T1_1008960,S4,spoof
8960,T1,T1_1008961,S5,spoof
8961,T1,T1_1008962,S2,spoof
8962,T1,T1_1008963,S1,spoof
8963,T1,T1_1008964,S3,spoof
8964,T1,T1_1008965,S4,spoof
8965,T1,T1_1008966,S5,spoof
8966,T1,T1_1008967,S2,spoof
8967,T1,T1_1008968,S1,spoof
8968,T1,T1_1008969,S3,spoof
8969,T1,T1_1008970,S4,spoof
8970,T1,T1_1008971,S5,spoof
8971,T1,T1_1008972,S2,spoof
8972,T1,T1_1008973,S1,spoof
8973,T1,T1_1008974,S3,spoof
8974,T1,T1_1008975,S4,spoof
8975,T1,T1_1008976,S5,spoof
8976,T1,T1_1008977,S2,spoof
8977,T1,T1_1008978,S1,spoof
8978,T1,T1_1008979,S3,spoof
8979,T1,T1_1008980,S4,spoof
8980,T1,T1_1008981,S5,spoof
8981,T1,T1_1008982,S2,spoof
8982,T1,T1_1008983,S1,spoof
8983,T1,T1_1008984,S3,spoof
8984,T1,T1_1008985,S4,spoof
8985,T1,T1_1008986,S5,spoof
8986,T1,T1_1008987,S2,spoof
8987,T1,T1_1008988,S1,spoof
8988,T1,T1_1008989,S3,spoof
8989,T1,T1_1008990,S4,spoof
8990,T1,T1_1008991,S5,spoof
8991,T1,T1_1008992,S2,spoof
8992,T1,T1_1008993,S1,spoof
8993,T1,T1_1008994,S3,spoof
8994,T1,T1_1008995,S4,spoof
8995,T1,T1_1008996,S5,spoof
8996,T1,T1_1008997,S2,spoof
8997,T1,T1_1008998,S1,spoof
8998,T1,T1_1008999,S3,spoof
8999,T1,T1_1009000,S4,spoof
9000,T1,T1_1009001,S5,spoof
9001,T1,T1_1009002,S2,spoof
9002,T1,T1_1009003,S1,spoof
9003,T1,T1_1009004,S3,spoof
9004,T1,T1_1009005,S4,spoof
9005,T1,T1_1009006,S5,spoof
9006,T1,T1_1009007,S2,spoof
9007,T1,T1_1009008,S1,spoof
9008,T1,T1_1009009,S3,spoof
9009,T1,T1_1009010,S4,spoof
9010,T1,T1_1009011,S5,spoof
9011,T1,T1_1009012,S2,spoof
9012,T1,T1_1009013,S1,spoof
9013,T1,T1_1009014,S3,spoof
9014,T1,T1_1009015,S4,spoof
9015,T1,T1_1009016,S5,spoof
9016,T1,T1_1009017,S2,spoof
9017,T1,T1_1009018,S1,spoof
9018,T1,T1_1009019,S3,spoof
9019,T1,T1_1009020,S4,spoof
9020,T1,T1_1009021,S5,spoof
9021,T1,T1_1009022,S2,spoof
9022,T1,T1_1009023,S1,spoof
9023,T1,T1_1009024,S3,spoof
9024,T1,T1_1009025,S4,spoof
9025,T1,T1_1009026,S5,spoof
9026,T1,T1_1009027,S2,spoof
9027,T1,T1_1009028,S1,spoof
9028,T1,T1_1009029,S3,spoof
9029,T1,T1_1009030,S4,spoof
9030,T1,T1_1009031,S5,spoof
9031,T1,T1_1009032,S2,spoof
9032,T1,T1_1009033,S1,spoof
9033,T1,T1_1009034,S3,spoof
9034,T1,T1_1009035,S4,spoof
9035,T1,T1_1009036,S5,spoof
9036,T1,T1_1009037,S2,spoof
9037,T1,T1_1009038,S1,spoof
9038,T1,T1_1009039,S3,spoof
9039,T1,T1_1009040,S4,spoof
9040,T1,T1_1009041,S5,spoof
9041,T1,T1_1009042,S2,spoof
9042,T1,T1_1009043,S1,spoof
9043,T1,T1_1009044,S3,spoof
9044,T1,T1_1009045,S4,spoof
9045,T1,T1_1009046,S5,spoof
9046,T1,T1_1009047,S2,spoof
9047,T1,T1_1009048,S1,spoof
9048,T1,T1_1009049,S3,spoof
9049,T1,T1_1009050,S4,spoof
9050,T1,T1_1009051,S5,spoof
9051,T1,T1_1009052,S2,spoof
9052,T1,T1_1009053,S1,spoof
9053,T1,T1_1009054,S3,spoof
9054,T1,T1_1009055,S4,spoof
9055,T1,T1_1009056,S5,spoof
9056,T1,T1_1009057,S2,spoof
9057,T1,T1_1009058,S1,spoof
9058,T1,T1_1009059,S3,spoof
9059,T1,T1_1009060,S4,spoof
9060,T1,T1_1009061,S5,spoof
9061,T1,T1_1009062,S2,spoof
9062,T1,T1_1009063,S1,spoof
9063,T1,T1_1009064,S3,spoof
9064,T1,T1_1009065,S4,spoof
9065,T1,T1_1009066,S5,spoof
9066,T1,T1_1009067,S2,spoof
9067,T1,T1_1009068,S1,spoof
9068,T1,T1_1009069,S3,spoof
9069,T1,T1_1009070,S4,spoof
9070,T1,T1_1009071,S5,spoof
9071,T1,T1_1009072,S2,spoof
9072,T1,T1_1009073,S1,spoof
9073,T1,T1_1009074,S3,spoof
9074,T1,T1_1009075,S4,spoof
9075,T1,T1_1009076,S5,spoof
9076,T1,T1_1009077,S2,spoof
9077,T1,T1_1009078,S1,spoof
9078,T1,T1_1009079,S3,spoof
9079,T1,T1_1009080,S4,spoof
9080,T1,T1_1009081,S5,spoof
9081,T1,T1_1009082,S2,spoof
9082,T1,T1_1009083,S1,spoof
9083,T1,T1_1009084,S3,spoof
9084,T1,T1_1009085,S4,spoof
9085,T1,T1_1009086,S5,spoof
9086,T1,T1_1009087,S2,spoof
9087,T1,T1_1009088,S1,spoof
9088,T1,T1_1009089,S3,spoof
9089,T1,T1_1009090,S4,spoof
9090,T1,T1_1009091,S5,spoof
9091,T1,T1_1009092,S2,spoof
9092,T1,T1_1009093,S1,spoof
9093,T1,T1_1009094,S3,spoof
9094,T1,T1_1009095,S4,spoof
9095,T1,T1_1009096,S5,spoof
9096,T1,T1_1009097,S2,spoof
9097,T1,T1_1009098,S1,spoof
9098,T1,T1_1009099,S3,spoof
9099,T1,T1_1009100,S4,spoof
9100,T1,T1_1009101,S5,spoof
9101,T1,T1_1009102,S2,spoof
9102,T1,T1_1009103,S1,spoof
9103,T1,T1_1009104,S3,spoof
9104,T1,T1_1009105,S4,spoof
9105,T1,T1_1009106,S5,spoof
9106,T1,T1_1009107,S2,spoof
9107,T1,T1_1009108,S1,spoof
9108,T1,T1_1009109,S3,spoof
9109,T1,T1_1009110,S4,spoof
9110,T1,T1_1009111,S5,spoof
9111,T1,T1_1009112,S2,spoof
9112,T1,T1_1009113,S1,spoof
9113,T1,T1_1009114,S3,spoof
9114,T1,T1_1009115,S4,spoof
9115,T1,T1_1009116,S5,spoof
9116,T1,T1_1009117,S2,spoof
9117,T1,T1_1009118,S1,spoof
9118,T1,T1_1009119,S3,spoof
9119,T1,T1_1009120,S4,spoof
9120,T1,T1_1009121,S5,spoof
9121,T1,T1_1009122,S2,spoof
9122,T1,T1_1009123,S1,spoof
9123,T1,T1_1009124,S3,spoof
9124,T1,T1_1009125,S4,spoof
9125,T1,T1_1009126,S5,spoof
9126,T1,T1_1009127,S2,spoof
9127,T1,T1_1009128,S1,spoof
9128,T1,T1_1009129,S3,spoof
9129,T1,T1_1009130,S4,spoof
9130,T1,T1_1009131,S5,spoof
